chunk_id,paper_id,chunk_text
CHK_EVAL_99,PPR_c0cfeb7e,"Title: Diabetes Mellitus is Strongly Associated with Tuberculosis in Indonesia
Abstract: SETTING: Diabetes mellitus is a known risk factor for tuberculosis (TB), but no studies have been reported from South-East Asia, which has a high burden of TB and a rapidly growing prevalence of diabetes. OBJECTIVE: To examine if and to what extent diabetes is associated with an increased risk of TB in an urban setting in Indonesia. DESIGN: Case-control study comparing the prevalence of diabetes mellitus (fasting blood glucose level >126 mg/dl) among newly diagnosed pulmonary TB patients and matched neighbourhood controls. RESULTS: Patients and control subjects had a similar age (median 30 years) and sex distribution (52% male), but malnutrition was more common among TB patients (median body mass index 17.7 vs."
CHK_EVAL_100,PPR_c0cfeb7e,"21.5 kg/m2). HIV infection was uncommon (1.5% of patients). Diabetes mellitus was present in 60 of 454 TB patients (13.2%) and 18 of 556 (3.2%) control subjects (OR 4.7; 95%CI 2.7-8.1). Adjustment for possible confounding factors did not reduce the risk estimates. Following anti-tuberculosis treatment, hyperglycaemia reverted in a minority (3.7%) of TB patients. CONCLUSION: Diabetes mellitus is strongly associated with TB in young and non-obese subjects in an urban setting in Indonesia. This may have implications for TB control and patient care in this region."
CHK_EVAL_101,PPR_7036ada7,"Title: ANALISIS DETERMINAN DAN PENGARUH STUNTING TERHADAP PRESTASI BELAJAR ANAK SEKOLAH DI KUPANG DAN SUMBA TIMUR, NTT
Abstract: The research aimed to identify determinant factors contributing to the incidence of stunting and its impact on elementary school children's performance. The selected research areas were based on differences in nutrition information access, including Kabupaten Sumba Timur and Kota Kupang."
CHK_EVAL_102,PPR_7036ada7,"Primary data focused on anthropometric indices such as Body Height for Age (HFA), Weight for Age (WFA), and Weight for Height (WFH), along with academic school performances pre- and post-research treatment. Other data were collected via interviews using questionnaires. Regression analysis was employed to determine stunting determinants. Results indicated that family income, mother's nutrition knowledge, child care practices, infection history, immunization, protein intake, and mother education were determinant factors leading to stunting. Stunted elementary school children demonstrated lower academic performances."
CHK_EVAL_103,PPR_471ad18c,"Title: FAKTOR YANG BERHUBUNGAN DENGAN KEJADIAN STUNTING PADA BALITA
Abstract: Stunting reflects chronic undernutrition during the most critical periods of growth and development in early life. Stunting can be caused by many factors such as child characteristic and socioeconomic factors. The aim of this study was to determine factors associated to stunting among children under five. This research was an analitycal observational study using case control design in Puskesmas Tanah Kali Kedinding, Surabaya. The samples were 34 subject for each group which were selected by simple random sampling technique."
CHK_EVAL_104,PPR_471ad18c,"Data were analyzed by Chi Square and Fisher Exact test. The result showed that low birth length (OR=4,091; CI=1,162-14,397), children who did not get exclusive breastfeeding (OR=4,643; CI=1,328-16,233), low family income (OR=3,250; CI=1,150-9,187), low mother’s education (OR=3,378; CI=1,246-9,157), and lack of mother’s nutrition knowledge (OR=3,877; CI=1,410- 10,658) had significant relationship with stunting among children under five. There was a relationship between birth length, exclusive breastfeeding, family income, mother’s education and mother’s nutrition knowledge with stunting among children under five. The need for an integrated and multisectoral programs to increase family income, maternal education, maternal nutrition knowledge, and exclusive breastfeeding for reducing the incidence of stunting."
CHK_EVAL_105,PPR_49652a10,"Title: Pregnancy outcomes and vaccine effectiveness during the period of omicron as the variant of concern, INTERCOVID-2022: a multinational, observational study
Abstract: BACKGROUND: In 2021, we showed an increased risk associated with COVID-19 in pregnancy. Since then, the SARS-CoV-2 virus has undergone genetic mutations. We aimed to examine the effects on maternal and perinatal outcomes of COVID-19 during pregnancy, and evaluate vaccine effectiveness, when omicron (B.1.1.529) was the variant of concern. METHODS: INTERCOVID-2022 is a large, prospective, observational study, involving 41 hospitals across 18 countries. Each woman with real-time PCR or rapid test, laboratory-confirmed COVID-19 in pregnancy was compared with two unmatched women without a COVID-19 diagnosis who were recruited concomitantly and consecutively in pregnancy or at delivery. Mother and neonate dyads were followed until hospital discharge."
CHK_EVAL_106,PPR_49652a10,"Primary outcomes were maternal morbidity and mortality index (MMMI), severe neonatal morbidity index (SNMI), and severe perinatal morbidity and mortality index (SPMMI). Vaccine effectiveness was estimated, adjusted by maternal risk profile. FINDINGS: We enrolled 4618 pregnant women from Nov 27, 2021 (the day after WHO declared omicron a variant of concern), to June 30, 2022: 1545 (33%) women had a COVID-19 diagnosis (median gestation 36.7 weeks [IQR 29.0-38.9]) and 3073 (67%) women, with similar demographic characteristics, did not have a COVID-19 diagnosis. Overall, women with a diagnosis had an increased risk for MMMI (relative risk [RR] 1.16 [95% CI 1.03-1.31]) and SPMMI (RR 1.21 [95% CI 1.00-1.46]). Women with a diagnosis, compared with those without a diagnosis, also had increased risks of SNMI (RR 1.23 [95% CI 0.88-1.71]), although the lower bounds of the 95% CI crossed unity. Unvaccinated women with a COVID-19 diagnosis had a greater risk of MMMI (RR 1.36 [95% CI 1.12-1.65]). Severe COVID-19 symptoms in the total sample increased the risk of severe maternal complications (RR 2.51 [95% CI 1.84-3.43]), perinatal complications (RR 1.84 [95% CI 1.02-3.34]), and referral, intensive care unit (ICU) admission, or death (RR 11.83 [95% CI 6.67-20.97]). Severe COVID-19 symptoms in unvaccinated women increased the risk of MMMI (RR 2.88 [95% CI 2.02-4.12]) and referral, ICU admission, or death (RR 20.82 [95% CI 10.44-41.54]). 2886 (63%) of 4618 total participants had at least a single dose of any vaccine, and 2476 (54%) of 4618 had either complete or booster doses. Vaccine effectiveness (all vaccines combined) for severe complications of COVID-19 for all women with a complete regimen was 48% (95% CI 22-65) and 76% (47-89) after a booster dose. For women with a COVID-19 diagnosis, vaccine effectiveness of all vaccines combined for women with a complete regimen was 74% (95% CI 48-87) and 91% (65-98) after a booster dose. INTERPRETATION: COVID-19 in pregnancy, during the first 6 months of omicron as the variant of concern, was associated with increased risk of severe maternal morbidity and mortality, especially among symptomatic and unvaccinated women. Women with complete or boosted vaccine doses had reduced risk for severe symptoms, complications, and death. Vaccination coverage among pregnant women remains a priority. FUNDING: None."
CHK_EVAL_107,PPR_a69a8777,"Title: Effectiveness of Diabetes Self-Management Education (Dsme) in Type 2 Diabetes Mellitus (T2Dm) Patients: Systematic Literature Review
Abstract: Diabetes mellitus is a chronic disease characterized by high glucose levels (hyperglycemia) due to metabolic disorders that prevent patients from producing sufficient amounts of insulin. This research aims to test the effectiveness of implementing diabetes self-management education in patients with Type 2 diabetes mellitus. The search for relevant articles was carried out through Google Scholar, PubMed, Proquest, and Science Direct using the keywords diabetes mellitus, management education, self-care, diabetes self-management education, DSME, T2DM. The articles were then selected based on inclusion and exclusion criteria."
CHK_EVAL_108,PPR_a69a8777,"Furthermore, the data were extracted, grouped, and concluded. Based on 15 articles, diabetes self-management education intervention provides significant effectiveness to lifestyle changes and the self-care of T2DM patients. In conclusion, diabetes self-management education intervention has been shown to be effective in dealing with type 2 diabetes mellitus. Furthermore, DSME has a positive effect on lifestyle changes and the self-care of T2DM patients."
CHK_EVAL_109,PPR_7d1feed6,"Title: Screening of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""M1""><mml:mrow><mml:mi>α</mml:mi></mml:mrow></mml:math>-Glucosidase Inhibitory Activity from Some Plants of Apocynaceae, Clusiaceae, Euphorbiaceae, and Rubiaceae
Abstract: Diabetes mellitus (DM) is recognized as a serious global health problem that is characterized by high blood sugar levels. Type 2 DM is more common in diabetic populations. In this type of DM, inhibition of α-glucosidase is a useful treatment to delay the absorption of glucose after meals."
CHK_EVAL_110,PPR_7d1feed6,"As a megabiodiversity country, Indonesia still has a lot of potential unexploited forests to be developed as a medicine source, including as the α-glucosidase inhibitor. In this study, we determine the α-glucosidase inhibitory activity of 80% ethanol extracts of leaves and twigs of some plants from the Apocynaceae, Clusiaceae, Euphorbiaceae, and Rubiaceae. Inhibitory activity test of the α-glucosidase was performed in vitro using spectrophotometric methods. Compared with the control acarbose (IC(50) 117.20 μg/mL), thirty-seven samples of forty-five were shown to be more potent α-glucosidase inhibitors with IC(50) values in the range 2.33-112.02 μg/mL."
CHK_EVAL_111,PPR_36e42994,"Title: Biofilm formation and antibiotic resistance of Klebsiella pneumoniae isolated from clinical samples in a tertiary care hospital, Klaten, Indonesia
Abstract: Abstract Background Klebsiella pneumoniae (K. pneumoniae) is a common cause of health-care associated infections (HAIs) and has high levels of antibiotic resistance. These bacteria are well-known for their ability to produce biofilm. The purpose of this study was to identify the antibiotic resistance pattern and biofilm-producing capacity of K. pneumoniae isolated from clinical samples in a tertiary care hospital in Klaten, Indonesia. Methods K. pneumoniae was isolated from inpatients in Soeradji Tirtonegoro Hospital Klaten from June 2017 to May 2018. Identification of K. pneumoniae isolate was done by analyzing colony morphology, microscopic examination, and by performing biochemical testing. Testing of antibiotics susceptibility and biofilm-producing capacity used the Kirby-Bauer disk diffusion method and adherence quantitative assays, respectively. Results A total of 167 (17.36%) K."
CHK_EVAL_112,PPR_36e42994,"pneumoniae isolates were isolated from 962 total clinical bacterial isolates during the study. Most of them were collected from patients aged more than 60 years old and were mainly obtained from respiratory specimens (51.50%). Most of K. pneumoniae isolates were extensively resistant to antibiotics. A more favorable profile was found only towards meropenem, amikacin, and piperacillin-tazobactam, showing 1.20%; 4.79% and 10.53% of resistance, respectively. The overall proportion of multidrug-resistant K. pneumoniae isolates was 54.49%. In addition, 148 (85.63%) isolates were biofilm producers, with 45 (26.95%) isolates as strong, 48 (28.74%) isolates as moderate, and 50 (29.94%) isolates as weak biofilm producers. Conclusion Most of the K. pneumoniae isolates demonstrated resistance to a wide range of antibiotics and are biofilm producers."
CHK_EVAL_113,PPR_1d6f730e,"Title: Aspirin in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial
Abstract: BACKGROUND: Aspirin has been proposed as a treatment for COVID-19 on the basis of its anti-thrombotic properties. We aimed to evaluate the efficacy and safety of aspirin in patients admitted to hospital with COVID-19. METHODS: In this randomised, controlled, open-label, platform trial, several possible treatments were compared with usual care in patients hospitalised with COVID-19. The trial took place at 177 hospitals in the UK, two hospitals in Indonesia, and two hospitals in Nepal. Eligible and consenting adults were randomly allocated in a 1:1 ratio to either usual standard of care plus 150 mg aspirin once per day until discharge or usual standard of care alone using web-based simple (unstratified) randomisation with allocation concealment. The primary outcome was 28 day mortality."
CHK_EVAL_114,PPR_1d6f730e,"All analyses were done by intention to treat. The trial is registered with ISRCTN (50189673) and ClinicalTrials.gov (NCT04381936). FINDINGS: Between Nov 1, 2020, and March 21, 2021, 14 892 (66%) of 22 560 patients enrolled into the RECOVERY trial were eligible to be randomly allocated to aspirin. 7351 patients were randomly allocated (1:1) to receive aspirin and 7541 patients to receive usual care alone. Overall, 1222 (17%) of 7351 patients allocated to aspirin and 1299 (17%) of 7541 patients allocated to usual care died within 28 days (rate ratio 0·96, 95% CI 0·89-1·04; p=0·35). Consistent results were seen in all prespecified subgroups of patients. Patients allocated to aspirin had a slightly shorter duration of hospitalisation (median 8 days, IQR 5 to >28, vs 9 days, IQR 5 to >28) and a higher proportion were discharged from hospital alive within 28 days (75% vs 74%; rate ratio 1·06, 95% CI 1·02-1·10; p=0·0062). Among patients not on invasive mechanical ventilation at baseline, there was no significant difference in the proportion meeting the composite endpoint of invasive mechanical ventilation or death (21% vs 22%; risk ratio 0·96, 95% CI 0·90-1·03; p=0·23). Aspirin use was associated with a reduction in thrombotic events (4·6% vs 5·3%; absolute reduction 0.6%, SE 0.4%) and an increase in major bleeding events (1·6% vs 1·0%; absolute increase 0.6%, SE 0.2%). INTERPRETATION: In patients hospitalised with COVID-19, aspirin was not associated with reductions in 28 day mortality or in the risk of progressing to invasive mechanical ventilation or death, but was associated with a small increase in the rate of being discharged alive within 28 days. FUNDING: UK Research and Innovation (Medical Research Council), National Institute of Health Research, and the Wellcome Trust through the COVID-19 Therapeutics Accelerator."
CHK_EVAL_115,PPR_aefd2b91,"Title: Multidrug-Resistant Plasmodium vivax Associated with Severe and Fatal Malaria: A Prospective Study in Papua, Indonesia
Abstract: BACKGROUND: Multidrug-resistant Plasmodium vivax (Pv) is widespread in eastern Indonesia, and emerging elsewhere in Asia-Pacific and South America, but is generally regarded as a benign disease. The aim of the study was to review the spectrum of disease associated with malaria due to Pv and P. falciparum (Pf) in patients presenting to a hospital in Timika, southern Papua, Indonesia. METHODS AND FINDINGS: Data were prospectively collected from all patients attending the outpatient and inpatient departments of the only hospital in the region using systematic data forms and hospital computerised records."
CHK_EVAL_116,PPR_aefd2b91,"Between January 2004 and December 2007, clinical malaria was present in 16% (60,226/373,450) of hospital outpatients and 32% (12,171/37,800) of inpatients. Among patients admitted with slide-confirmed malaria, 64% of patients had Pf, 24% Pv, and 10.5% mixed infections. The proportion of malarial admissions attributable to Pv rose to 47% (415/887) in children under 1 y of age. Severe disease was present in 2,634 (22%) inpatients with malaria, with the risk greater among Pv (23% [675/2,937]) infections compared to Pf (20% [1,570/7,817]; odds ratio [OR] = 1.19 [95% confidence interval (CI) 1.08-1.32], p = 0.001), and greatest in patients with mixed infections (31% [389/1,273]); overall p < 0.0001. Severe anaemia (haemoglobin < 5 g/dl) was the major complication associated with Pv, accounting for 87% (589/675) of severe disease compared to 73% (1,144/1,570) of severe manifestations with Pf (p < 0.001). Pure Pv infection was also present in 78 patients with respiratory distress and 42 patients with coma. In total 242 (2.0%) patients with malaria died during admission: 2.2% (167/7,722) with Pf, 1.6% (46/2,916) with Pv, and 2.3% (29/1260) with mixed infections (p = 0.126). CONCLUSIONS: In this region with established high-grade chloroquine resistance to both Pv and Pf, Pv is associated with severe and fatal malaria particularly in young children. The epidemiology of P. vivax needs to be re-examined elsewhere where chloroquine resistance is increasing."
CHK_EVAL_117,PPR_4ed6c579,"Title: Field Evaluation of the ICT Malaria P.f/P.v Immunochromatographic Test for Detection of Plasmodium falciparum and Plasmodium vivax in Patients with a Presumptive Clinical Diagnosis of Malaria in Eastern Indonesia
Abstract: In areas such as eastern Indonesia where both Plasmodium falciparum and Plasmodium vivax occur, rapid antigen detection tests for malaria need to be able to detect both species. We evaluated the new combined P. falciparum-P. vivax immunochromatographic test (ICT Malaria P.f/P.v.) in Radamata Primary Health Centre, Sumba, Indonesia, from February to May 1998 with 560 symptomatic adults and children with a presumptive clinical diagnosis of malaria. Blinded microscopy was used as the 'gold standard,' with all discordant and 20% of concordant results cross-checked blindly. Only 50% of those with a presumptive clinical diagnosis of malaria were parasitemic. The ICT Malaria P.f/P.v immunochromatographic test was sensitive (95.5%) and specific (89.8%) for the diagnosis of falciparum malaria, with a positive predictive value (PPV) and a negative predictive value (NPV) of 88.1 and 96.2%, respectively. HRP2 and panmalarial antigen line intensities were associated with parasitemia density for both species. Although the specificity and NPV for the diagnosis of vivax malaria were 94.8 and 98.2%, respectively, the overall sensitivity (75%) and PPV (50%) for the diagnosis of vivax malaria were less than the desirable levels. The sensitivity for the diagnosis of P. vivax malaria was 96% with parasitemias of >500/microl but only 29% with parasitemias of <500/microl. Nevertheless, compared with the test with HRP2 alone, use of the combined antigen detection test would reduce the rate of undertreatment from 14.7 to 3.6% for microscopy-positive patients, and this would be at the expense of only a modest increase in the rate of overtreatment of microscopy-negative patients from 7.1 to 15.4%."
CHK_EVAL_118,PPR_4ed6c579,Cost remains a major obstacle to widespread use in areas of endemicity.
CHK_EVAL_119,PPR_a6bbfb9b,"Title: Vivax Malaria: A Major Cause of Morbidity in Early Infancy
Abstract: BACKGROUND: In areas where malaria is endemic, infants aged <3 months appear to be relatively protected from symptomatic and severe Plasmodium falciparum malaria, but less is known about the effect of Plasmodium vivax infection in this age group. METHODS: To define malaria morbidity in the first year of life in an area where both multidrug-resistant P. falciparum and P. vivax are highly prevalent, data were gathered on all infants attending a referral hospital in Papua, Indonesia, using systematic data forms and hospital computerized records. Additional clinical and laboratory data were prospectively collected from inpatients aged <3 months. RESULTS: From April 2004 through April 2008, 4976 infants were admitted to the hospital, of whom 1560 (31%) had malaria, with infection equally attributable to P. falciparum and P."
CHK_EVAL_120,PPR_a6bbfb9b,"vivax. The case-fatality rate was similar for inpatients with P. falciparum malaria (13 [2.2%] of 599 inpatients died) and P. vivax malaria (6 [1.0%] of 603 died; P= .161), whereas severe malarial anemia was more prevalent among those with P. vivax malaria (193 [32%] of 605 vs. 144 [24%] of 601; P= .025). Of the 187 infants aged <3 months, 102 (56%) had P. vivax malaria, and 55 (30%) had P. falciparum malaria. In these young infants, infection with P. vivax was associated with a greater risk of severe anemia (odds ratio, 2.4; 95% confidence interval, 1.03-5.91; P= .041) and severe thrombocytopenia (odds ratio, 3.3; 95% confidence interval, 1.07-10.6; P= .036) compared with those who have P. falciparum infection. CONCLUSIONS: P. vivax malaria is a major cause of morbidity in early infancy. Preventive strategies, early diagnosis, and prompt treatment should be initiated in the perinatal period."
CHK_EVAL_121,PPR_e341d9c9,"Title: G6PD testing in support of treatment and elimination of malaria: recommendations for evaluation of G6PD tests
Abstract: Malaria elimination will be possible only with serious attempts to address asymptomatic infection and chronic infection by both Plasmodium falciparum and Plasmodium vivax. Currently available drugs that can completely clear a human of P."
CHK_EVAL_122,PPR_e341d9c9,"vivax (known as 'radical cure'), and that can reduce transmission of malaria parasites, are those in the 8-aminoquinoline drug family, such as primaquine. Unfortunately, people with glucose-6-phosphate dehydrogenase (G6PD) deficiency risk having severe adverse reactions if exposed to these drugs at certain doses. G6PD deficiency is the most common human enzyme defect, affecting approximately 400 million people worldwide.Scaling up radical cure regimens will require testing for G6PD deficiency, at two levels: 1) the individual level to ensure safe case management, and 2) the population level to understand the risk in the local population to guide Plasmodium vivax treatment policy. Several technical and operational knowledge gaps must be addressed to expand access to G6PD deficiency testing and to ensure that a patient's G6PD status is known before deciding to administer an 8-aminoquinoline-based drug.In this report from a stakeholder meeting held in Thailand on October 4 and 5, 2012, G6PD testing in support of radical cure is discussed in detail. The focus is on challenges to the development and evaluation of G6PD diagnostic tests, and on challenges related to the operational aspects of implementing G6PD testing in support of radical cure. The report also describes recommendations for evaluation of diagnostic tests for G6PD deficiency in support of radical cure."
CHK_EVAL_123,PPR_850aae38,"Title: Parasite-Dependent Expansion of TNF Receptor II–Positive Regulatory T Cells with Enhanced Suppressive Activity in Adults with Severe Malaria
Abstract: Severe Plasmodium falciparum malaria is a major cause of global mortality, yet the immunological factors underlying progression to severe disease remain unclear. CD4(+)CD25(+) regulatory T cells (Treg cells) are associated with impaired T cell control of Plasmodium spp infection. We investigated the relationship between Treg cells, parasite biomass, and P. falciparum malaria disease severity in adults living in a malaria-endemic region of Indonesia. CD4(+)CD25(+)Foxp3(+)CD127(lo) Treg cells were significantly elevated in patients with uncomplicated (UM; n = 17) and severe malaria (SM; n = 16) relative to exposed asymptomatic controls (AC; n = 10). In patients with SM, Treg cell frequency correlated positively with parasitemia (r = 0.79, p = 0.0003) and total parasite biomass (r = 0.87, p<0.001), both major determinants for the development of severe and fatal malaria, and Treg cells were significantly increased in hyperparasitemia. There was a further significant correlation between Treg cell frequency and plasma concentrations of soluble tumor necrosis factor receptor II (TNFRII) in SM. A subset of TNFRII(+) Treg cells with high expression of Foxp3 was increased in severe relative to uncomplicated malaria."
CHK_EVAL_124,PPR_850aae38,"In vitro, P. falciparum-infected red blood cells dose dependently induced TNFRII(+)Foxp3(hi) Treg cells in PBMC from malaria-unexposed donors which showed greater suppressive activity than TNFRII(-) Treg cells. The selective enrichment of the Treg cell compartment for a maximally suppressive TNFRII(+)Foxp3(hi) Treg subset in severe malaria provides a potential link between immune suppression, increased parasite biomass, and malaria disease severity. The findings caution against the induction of TNFRII(+)Foxp3(hi) Treg cells when developing effective malaria vaccines."
CHK_EVAL_125,PPR_ce50b999,"Title: Congenital Adrenal Hyperplasia-Current Insights in Pathophysiology, Diagnostics, and Management. Abstract: Congenital adrenal hyperplasia (CAH) is a group of autosomal recessive disorders affecting cortisol biosynthesis. Since the last publication summarizing CAH in Endocrine Reviews in 2000, there have been numerous new developments. These include more detailed understanding of steroidogenic pathways, refinements in neonatal screening, improved diagnostic measurements utilizing chromatography and mass spectrometry coupled with steroid profiling, and improved genotyping methods. Clinical trials of alternative medications and modes of delivery have been recently completed or are under way."
CHK_EVAL_126,PPR_ce50b999,"Genetic and cell-based treatments are being explored. A large body of data concerning long-term outcomes in patients affected by CAH, including psychosexual well-being, has been enhanced by the establishment of disease registries."
CHK_EVAL_127,PPR_eff52062,"Title: Prevention of Leprosy Using Rifampicin as Chemoprophylaxis
Abstract: An intervention study was implemented on five Indonesian islands highly endemic for leprosy to determine whether rifampicin can be used as chemoprophylaxis to prevent leprosy. The population was actively screened before the intervention and subsequently once a year for three years. In the control group, no chemoprophylaxis was given. In the contact group, chemoprophylaxis was only given to contacts of leprosy patients and in the blanket group to all eligible persons. The cohort consisted of 3,965 persons."
CHK_EVAL_128,PPR_eff52062,"The yearly incidence rate in the control group was 39/10,000; the cumulative incidence after three years was significantly lower in the blanket group (P = 0.031). No difference was found between the contact and the control groups (P = 0.93). Whether this apparent reduced leprosy incidence in the first three years in the blanket group is due to a delayed development of leprosy or a complete clearance of infection needs to be determined."
CHK_EVAL_129,PPR_35c0f1e5,"Title: Distribution and persistence of Mycobacterium leprae nasal carriage among a population in which leprosy is endemic in Indonesia
Abstract: In order to understand better the relationship among Mycobacterium leprae, its transmission and the human host or the chain of infection which may lead to the development of leprosy, we performed a population survey in which nasal carriage of M. leprae was determined by a specific polymerase chain reaction (PCR), 2 years after an earlier survey in the same population. 1923 persons were registered, 1171 were clinically examined for signs of leprosy, and 418 were tested by PCR. The detection rate of leprosy in the study area had not changed significantly during the 2 years’ observation period since the introduction of multi-drug therapy, i.e. 6/1000 compared to 7.7/1000 2 years before. Of 6 newly detected cases, 5 were diagnosed as having paucibacillary leprosy. The presence of M. leprae could be demonstrated by PCR in 2.9% (12/418) of the persons. PCR positivity was not persistent over the 2 years. All the PCR positive persons identified in the first survey were negative in the second, indicating that M. leprae nasal carriage is transient. As in the previous survey, we found evidence for widespread M. leprae nasal carriage as determined by PCR among the general population in an area in which leprosy is endemic. In addition, our data indicated that PCR positivity can occur in certain clusters in the community."
CHK_EVAL_130,PPR_35c0f1e5,"This clustering seems to be time-dependent, not necessarily related to the presence of patients."
CHK_EVAL_131,PPR_c758edec,"Title: A Cluster-Randomized Controlled Intervention Study to Assess the Effect of a Contact Intervention in Reducing Leprosy-Related Stigma in Indonesia
Abstract: BACKGROUND: Can deliberate interaction between the public and persons affected by leprosy reduce stigmatization? The study described in this paper hypothesises that it can and assesses the effectiveness of a 'contact intervention'. METHODS/PRINCIPAL FINDINGS: This cluster-randomized controlled intervention study is part of the Stigma Assessment and Reduction of Impact (SARI) project conducted in Cirebon District, Indonesia. Testimonies, participatory videos and comics given or made by people affected by leprosy were used as methods to facilitate a dialogue during so-called 'contact events'. A mix of seven quantitative and qualitative methods, including two scales to assess aspects of stigma named the SDS and EMIC-CSS, were used to establish a baseline regarding stigma and knowledge of leprosy, monitor the implementation and assess the impact of the contact events. The study sample were community members selected using different sampling methods. The baseline shows a lack of knowledge about leprosy, a high level of stigma and contrasting examples of support. In total, 91 contact events were organised in 62 villages, directly reaching 4,443 community members (mean 49 per event). The interview data showed that knowledge about leprosy increased and that negative attitudes reduced. The adjusted mean total score of the EMIC-CSS reduced by 4.95 points among respondents who had attended a contact event (n = 58; p < 0.001, effect size = 0.75) compared to the score at baseline (n = 213); for the SDS this was 3.56 (p < 0.001, effect size = 0.81). About 75% of those attending a contact event said they shared the information with others (median 10 persons). CONCLUSIONS/SIGNIFICANCE: The contact intervention was effective in increasing knowledge and improving public attitudes regarding leprosy. It is relatively easy to replicate elsewhere and does not require expensive technology."
CHK_EVAL_132,PPR_c758edec,More research is needed to improve scalability. The effectiveness of a contact intervention to reduce stigma against other neglected tropical diseases and conditions should be evaluated.
CHK_EVAL_133,PPR_6ca8e8a4,"Title: Human Neonatal Rotavirus Vaccine (RV3-BB) to Target Rotavirus from Birth
Abstract: BACKGROUND: A strategy of administering a neonatal rotavirus vaccine at birth to target early prevention of rotavirus gastroenteritis may address some of the barriers to global implementation of a rotavirus vaccine. METHODS: We conducted a randomized, double-blind, placebo-controlled trial in Indonesia to evaluate the efficacy of an oral human neonatal rotavirus vaccine (RV3-BB) in preventing rotavirus gastroenteritis. Healthy newborns received three doses of RV3-BB, administered according to a neonatal schedule (0 to 5 days, 8 weeks, and 14 weeks of age) or an infant schedule (8 weeks, 14 weeks, and 18 weeks of age), or placebo. The primary analysis was conducted in the per-protocol population, which included only participants who received all four doses of vaccine or placebo within the visit windows, with secondary analyses performed in the intention-to-treat population, which included all participants who underwent randomization. RESULTS: Among the 1513 participants in the per-protocol population, severe rotavirus gastroenteritis occurred up to the age of 18 months in 5.6% of the participants in the placebo group (28 of 504 babies), in 1.4% in the neonatal-schedule vaccine group (7 of 498), and in 2.7% in the infant-schedule vaccine group (14 of 511). This resulted in a vaccine efficacy of 75% (95% confidence interval [CI], 44 to 91) in the neonatal-schedule group (P<0.001), 51% (95% CI, 7 to 76) in the infant-schedule group (P=0.03), and 63% (95% CI, 34 to 80) in the neonatal-schedule and infant-schedule groups combined (combined vaccine group) (P<0.001). Similar results were observed in the intention-to-treat analysis (1649 participants); the vaccine efficacy was 68% (95% CI, 35 to 86) in the neonatal-schedule group (P=0.001), 52% (95% CI, 11 to 76) in the infant-schedule group (P=0.02), and 60% (95% CI, 31 to 76) in the combined vaccine group (P<0.001). Vaccine response, as evidenced by serum immune response or shedding of RV3-BB in the stool, occurred in 78 of 83 participants (94%) in the neonatal-schedule group and in 83 of 84 participants (99%) in the infant-schedule group. The incidence of adverse events was similar across the groups."
CHK_EVAL_134,PPR_6ca8e8a4,"No episodes of intussusception occurred within the 21-day risk period after administration of any dose of vaccine or placebo, and one episode of intussusception occurred 114 days after the third dose of vaccine in the infant-schedule group. CONCLUSIONS: RV3-BB was efficacious in preventing severe rotavirus gastroenteritis when administered according to a neonatal or an infant schedule in Indonesia."
CHK_EVAL_135,PPR_a4a509fe,"Title: Causal Effect of Health on Labor Market Outcomes: Experimental Evidence
Abstract: Iron deficiency is widespread throughout the developing world. We provide new evidence on the effect of iron deficiency on economic and social prosperity of older adults drawing on data from a random assignment treatment-control design intervention. The Work and Iron Status Evaluation is an on-going study following over 17,000 individuals in Central Java, Indonesia. Half the respondents receive a treatment of 120 mg of iron every week for a year; the controls receive a placebo."
CHK_EVAL_136,PPR_a4a509fe,"Compliance is monitored carefully. Results from the first six months of the intervention are presented for adults age 30 through 70 years. Males who were iron deficient prior to the intervention and who are assigned to the treatment are better off in terms of physical health, psycho-social health and economic success."
CHK_EVAL_137,PPR_074bd3ad,"Title: Low birth weight was the most dominant predictor associated with stunting among children aged 12–23 months in Indonesia
Abstract: Stunting among toddlers is highly prevalent in Indonesia. This study aimed to analyze the relationship between low birth weight (LBW), child feeding practices, and neonatal illness with stunting among Indonesian toddlers. Data was taken from the 2010 Indonesian National Basic Health Survey (RISKESDAS)."
CHK_EVAL_138,PPR_074bd3ad,"The results showed that infants born with LBW were 1.74 times more likely to be stunted than those born with normal weight. Boys, a history of neonatal illness, and poverty also significantly associated with stunting. LBW was the major determinant of stunting among children aged 12–23 months in Indonesia."
CHK_EVAL_139,PPR_adb0a5ec,"Title: Effectiveness of Antiviral Treatment in Human Influenza A(H5N1) Infections: Analysis of a Global Patient Registry
Abstract: BACKGROUND: Influenza A(H5N1) continues to cause infections and possesses pandemic potential. METHODS: Data sources were primarily clinical records, published case series, and governmental agency reports."
